innings,Over,Commentary,active_partnership,reviews,Review_team,Review_batsman,Review_umpire,Review_outcome,Umpires_call,index,Partnership_broken,match,innings_action,overturned,review_lost,first_review_lost,second_review_lost
India 1st innings,115.2,"Holder to Hanuma Vihari, no run, he's given out, and Jason Holder has a 5-wicket haul until the end of this review at least. Seaming back in from outside off, beating the inside edge on the backfoot nudge into the on-side. Going over the top of leg-stump! The umpire has to reverse his decision, and Holder is denied his third consecutive five-for at Jamaica - for now.",8,"Over 115.2: Review by India (Batting), Umpire - PR Reiffel, Batsman - GH Vihari (Upheld)",India (Batting),GH Vihari,PR Reiffel,Upheld,False,9.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Batting,True,False,,
India 1st innings,61.3,"Roach to Hanuma Vihari, leg byes, 1 run, horrible review from Roach. West Indies have lost both their reviews now. Angled in and Vihari falls over as he misses the flick, struck him around leg-stump and the angle was taking it further down. Holder gestured it was going down but Roach was adamant that it was close",5,"Over 61.3: Review by West Indies (Bowling), Umpire - PR Reiffel, Batsman - GH Vihari (Struck down)",West Indies (Bowling),GH Vihari,PR Reiffel,Struck down,False,8.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Bowling,False,True,False,True
India 1st innings,39.1,"Roach to Agarwal, no run, gone! Is he? Agarwal reviews! Seams away from the inward angle, trapped on the backfoot, is Agarwal, as he pokes away from the body. There's some bat-on-pad action. Yep, easily missing the bat, and the third umpire is convinced - the umpire has to revise his decision to NOT OUT!",3,"Over 39.1: Review by India (Batting), Umpire - PR Reiffel, Batsman - MA Agarwal (Upheld)",India (Batting),MA Agarwal,PR Reiffel,Upheld,False,5.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Batting,True,False,,
India 1st innings,20.3,"Cornwall to Kohli, no run, a huge lbw appeal and it's been turned down! West Indies have decided to challenge the onfield call, after all it's the Indian skipper. This looks close but it could be probably spinning down the leg side. Huge amount of spin and Kohli gets beaten due to the same on his flick. Nothing on UltraEdge, the impact is in line and it's missing the leg stump by a huge margin. Could have probably hit the sixth stump, if there was one. So, West Indies have lost one review and Kohli still has the chance to open his account",3,"Over 20.3: Review by West Indies (Bowling), Umpire - RA Kettleborough, Batsman - V Kohli (Struck down)",West Indies (Bowling),V Kohli,RA Kettleborough,Struck down,False,0.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
India 2nd innings,4.6,"Roach to Agarwal, out Lbw! Looks like he's gone! Agarwal goes for a review. That seamed back in rather sharply and struck him fairly low. Not a no-ball. Scrambled-seamer, seaming back in, beating the hopping batsman on the bottom-handed defence and it's umpire's call on hitting - clipping the top of middle and leg! A forlorn Agarwal trudges back to the pavilion as West Indies draw first blood. Agarwal lbw b Roach 4(15) [4s-1]",1,"Over 4.6: Review by India (Batting), Umpire - RA Kettleborough, Batsman - MA Agarwal (Struck down - Umpires Call)",India (Batting),MA Agarwal,RA Kettleborough,Struck down - Umpires Call,True,2.0,True,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Batting,False,False,,
India 2nd innings,27.4,"Cornwall to Rahane, no run, reviewed for the sake of it. Cornwall was not convinced. He didn't even appeal but Hamilton was and Holder went with his keeper's word. Rahane jumps out of the crease and is defeated by the turn in, beaten on the inside edge and the ball pops up off the flap of the pad, Hamilton hangs on to the ball and goes up immediately",4,"Over 27.4: Review by West Indies (Bowling), Umpire - PR Reiffel, Batsman - AM Rahane (Struck down)",West Indies (Bowling),AM Rahane,PR Reiffel,Struck down,False,6.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
West Indies 2nd innings,22.5,"Ishant to Roston Chase, no run, that's hooped back in at Chase who's clearly staggered. He was prepared to leave it, saw it bend in sharply and made a belated, albeit unsuccessful attempt to keep it from hitting the front pad. Huge shout from India. Umpire Kettleborough says no. Not much hesitation from Kohli in going for the review, but ball-tracking has it going over the stumps. Even the impact was umpire's call on off stump",3,"Over 22.5: Review by India (Bowling), Umpire - RA Kettleborough, Batsman - RL Chase (Struck down)",India (Bowling),RL Chase,RA Kettleborough,Struck down,False,3.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
West Indies 1st innings,44.2,"Ishant to Roach, no run, another sharp bouncer outside off, good carry on it, Roach tries to fend it away, but gets beaten due to the bounce. Pant was up in a caught behind appeal and the Indians have used up a review too. But replays show there was daylight when the ball whizzed past his gloves. India have lost one review - one remaining",9,"Over 44.2: Review by India (Bowling), Umpire - PR Reiffel, Batsman - KAJ Roach (Struck down)",India (Bowling),KAJ Roach,PR Reiffel,Struck down,False,1.0,False,wi-vs-ind-2nd-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
West Indies 2nd innings,20.4,"Ishant to Roach, no run, Roach has been given OUT LBW and he wants a review. It's a fair delivery and think there's no bat on that, but is it sailing over the stumps? UltraEdge confirms that there's no edge and it's indeed going over the top. NOT OUT it is. Ishant shortened his length and gets it to hold its line around off, Roach shuffled across, was on his toes as he looked to clip and missed, struck high on the thigh-pad",10,"Over 20.4: Review by West Indies (Batting), Umpire - RA Kettleborough, Batsman - KAJ Roach (Upheld)",West Indies (Batting),KAJ Roach,RA Kettleborough,Upheld,False,9.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Batting,True,False,,
West Indies 2nd innings,15.5,"Bumrah to Roach, no run, loud shout for LBW and India have decided to review. was it swinging down leg? Was it high? It's a fair delivery and it has hit Roach above the knee-roll, almost around the flap of the pad, no bat and UltraEdge confirms it, sliding past leg-stump and India lose a review. An optimistic review from India, but you wouldn't blamce them too much. On a good length and kept coming with the angle, Roach was pushing forward in defence and is beaten on the inside edge, struck him in front of leg and that was always sliding down",8,"Over 15.5: Review by India (Bowling), Umpire - RJ Tucker, Batsman - KAJ Roach (Struck down)",India (Bowling),KAJ Roach,RJ Tucker,Struck down,False,7.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Bowling,False,True,False,True
West Indies 2nd innings,15.4,"Bumrah to Roach, no run, fuller length delivery and holding its line outside off, Roach covers the line, lifts his bat and lets it go",8,"Over 15.4: Review by India (Bowling), Umpire - RJ Tucker, Batsman - KAJ Roach (Struck down)",India (Bowling),KAJ Roach,RJ Tucker,Struck down,False,3.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
India 2nd innings,44.2,"Roach to Rahane, no run, loud shout for LBW and West Indies will review. Rahane was shuffling a long way across, but was the angle taking the ball down leg? Looks like no bat on that and UltraEdge confirms it. The impact is in front of leg and is sliding down leg, poor review from West Indies. Looked like going down to the naked eye and Hawk-Eye confirmed it, full and angling into Rahane's pads, he was looking to flick and missed",4,"Over 44.2: Review by West Indies (Bowling), Umpire - RJ Tucker, Batsman - AM Rahane (Struck down)",West Indies (Bowling),AM Rahane,RJ Tucker,Struck down,False,2.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
West Indies 1st innings,73.2,"Shami to Gabriel, no run, An lbw appeal against Gabriel and umpire Richard Kettleborough is unmoved. An in-angler at 139kph and Gabriel is late on the glance. The impact is outside leg and that's going further down. India lose a review",10,"Over 73.2: Review by India (Bowling), Umpire - RA Kettleborough, Batsman - ST Gabriel (Struck down)",India (Bowling),ST Gabriel,RA Kettleborough,Struck down,False,10.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Bowling,False,True,True,False
West Indies 1st innings,71.5,"Shami to Miguel Cummins, no run, edged and gone? The umpire's finger went up and Miguel Cummins reviewed that quickly. Fair delivery. Seam up delivery, full and marginally outside off, Cummins - with cemented feet movement - brings his bat down a touch late. No bat and the same has been confirmed by UltraEdge. Successful review and Richard Kettleborough has reversed his decision. The bat hit the ground after the ball passed and hence the noise",9,"Over 71.5: Review by West Indies (Batting), Umpire - RA Kettleborough, Batsman - ML Cummins (Upheld)",West Indies (Batting),ML Cummins,RA Kettleborough,Upheld,False,8.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Batting,True,False,,
India 1st innings,60.6,"Roach to Jadeja, no run, big shout for lbw and up goes the finger of umpire Richard Kettleborough. Jadeja reviews instantly. Fair delivery. In-slanter from round the wicket and there's a clear inside edge onto his pad. The same has been confirmed by UltraEdge. For the second time in the day, Kettleborough has to reverse his original decision. On a length and Jadeja was pressing forward to block it out. got a thick inside edge that later deflected onto his front leg",7,"Over 60.6: Review by India (Batting), Umpire - RA Kettleborough, Batsman - RA Jadeja (Upheld)",India (Batting),RA Jadeja,RA Kettleborough,Upheld,False,4.0,False,wi-vs-ind-1st-test-india-tour-of-west-indies-2019,Batting,True,False,,
Sri Lanka 2nd innings,44.6,"Boult to Dilruwan Perera, no run, another review for an lbw - this time the original decision is not out and Kane has decided to go upstairs. This looks like it pitched outside leg, hence the batsman might get away with it. Was a toe-crushing yorker by Boult and the batsman was in no postion to play it. Dilruwan Perera tried his best to squeeze it out but the jaffa was too good for him. Had it pitched in line, this could have been plumb. A game of fine margins, isn't it? Meanwhile, the batsman getting some treatment as he seems to be rattled by the impact. Good decision, nevertheless..",7,"Over 44.6: Review by New Zealand (Bowling), Umpire - MA Gough, Batsman - MDK Perera (Struck down)",New Zealand (Bowling),MDK Perera,MA Gough,Struck down,False,7.0,False,sl-vs-nz-2nd-test-new-zealand-tour-of-sri-lanka-2019,Bowling,False,True,True,False
Sri Lanka 2nd innings,28.3,"Ajaz Patel to Karunaratne, no run, Karunaratne has gone for a review straightaway. He has been given out bat-pad to slip. It spun back in viciously, beats the inside edge of Karunaratne. There was a noise for sure but his bat has hit the pad at the same time when ball made contact with the pad. There is clear daylight between bat and ball and umpire Michael Gough will have to change his decision. Karunaratne survives!",6,"Over 28.3: Review by Sri Lanka (Batting), Umpire - MA Gough, Batsman - FDM Karunaratne (Upheld)",Sri Lanka (Batting),FDM Karunaratne,MA Gough,Upheld,False,2.0,False,sl-vs-nz-2nd-test-new-zealand-tour-of-sri-lanka-2019,Batting,True,False,,
Sri Lanka 2nd innings,79.4,"Somerville to Kusal Perera, no run, Perera tries the reverse sweep and misses, impact outside off stump on the back thigh, KW took the chance with the review and ended up duming on",4,"Over 79.4: Review by New Zealand (Bowling), Umpire - MA Gough, Batsman - MDKJ Perera (Struck down)",New Zealand (Bowling),MDKJ Perera,MA Gough,Struck down,False,11.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Bowling,False,True,True,False
New Zealand 2nd innings,103.2,"Dhananjaya de Silva to Ajaz Patel, no run, appeal for LBW and Sri Lanka want a review. The impact was definitely outside off, but Ajaz wasn't playing a shot. Did it spin back enough to hit the stumps? It's missing and Sri Lanka have now lost both reviews. Fraction short and spinning back into the left-hander, Ajaz was caught in between playing and leaving, left it at the last moment and was hit on the pads",10,"Over 103.2: Review by Sri Lanka (Bowling), Umpire - MA Gough, Batsman - AY Patel (Struck down)",Sri Lanka (Bowling),AY Patel,MA Gough,Struck down,False,10.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Bowling,False,True,False,True
New Zealand 2nd innings,61.6,"Dananjaya to Watling, no run, wrong 'un and not sure Watling picked it, he pressed forward to defend and the ball grazes the inside edge before hitting the pad, the impact was in-line with middle and that prompted Sri Lanka to take the review. Guess no one spotted the tiny bit of wood. Only one review left for the hosts",7,"Over 61.6: Review by Sri Lanka (Bowling), Umpire - MA Gough, Batsman - BJ Watling (Struck down)",Sri Lanka (Bowling),BJ Watling,MA Gough,Struck down,False,6.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Bowling,False,True,True,False
New Zealand 2nd innings,30.2,"Lasith Embuldeniya to Watling, no run, third decision that has been overturned under Illingworth's watch. The ball drifts across and then spins across, Watling plays all around it and gets into a tangle as well, luckily for him there was some bat before ball went on to hit the back pad. If not for that, Watling was a dead duck",5,"Over 30.2: Review by New Zealand (Batting), Umpire - RK Illingworth, Batsman - BJ Watling (Upheld)",New Zealand (Batting),BJ Watling,RK Illingworth,Upheld,False,2.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Batting,True,False,,
Sri Lanka 1st innings,88.5,"Boult to Lasith Embuldeniya, no run, loud shout for LBW and KW will not get any advice from the close-in cordon, makes a belated call for a review. To the naked eye, this looked like slipping down leg. It's a fair ball and it has missed the bat. UltraEdge confirms it. The impact is in front of leg and the angle should be taking it past the leg-stump. Missing and New Zealand have lost their second review as well. This was very full and kept sliding down the leg-side, Embuldeniya was looking to flick and missed",9,"Over 88.5: Review by New Zealand (Bowling), Umpire - MA Gough, Batsman - L Embuldeniya (Struck down)",New Zealand (Bowling),L Embuldeniya,MA Gough,Struck down,False,9.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Bowling,False,True,False,True
Sri Lanka 1st innings,59.4,"Somerville to Lakmal, no run, Lakmal has been given out caught at slip. He isn't sure about the decision and has decided to challenge it. There is a clear day light between the bat and pad and UltraEdge confirms there in no edge on it.  There were two noises and it might have triggered the umpire Richard Illingworth to raise his finger. DRS comes to the rescue of Lakmal and he survives. It spun back in sharply, missed the inside edge and ends up at slip off the pads",8,"Over 59.4: Review by Sri Lanka (Batting), Umpire - RK Illingworth, Batsman - RAS Lakmal (Upheld)",Sri Lanka (Batting),RAS Lakmal,RK Illingworth,Upheld,False,5.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Batting,True,False,,
Sri Lanka 1st innings,27.1,"Santner to Kusal Mendis, no run, Santner gets it to skid off the deck and Kusal Mendis misses the tuck. It rapped him on the pads but was sliding down. It didn't straighten enough but  Kane thought otherwise and went for the review, he was proved wrong within a minute. New Zealand lose their review too",3,"Over 27.1: Review by New Zealand (Bowling), Umpire - RK Illingworth, Batsman - BKG Mendis (Struck down)",New Zealand (Bowling),BKG Mendis,RK Illingworth,Struck down,False,1.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Bowling,False,True,True,False
New Zealand 1st innings,78.5,"Dananjaya to Somerville, no run, Somerville has been given out bat-pad to FSL but he has asked for a review. There is no bat or glove involved here, says the third umpire. He will check for lbw too. The impact was umpire's call and it was easily missing the stumps. Too high and Somerville will survive! It spins back into Somerville, he was defeated by the turn. It struck him on the pads and ended up into the hands of FSL. The umpire thought there was an inside edge and he raised the finger. But Somerville reviewed and he was proved right!",9,"Over 78.5: Review by New Zealand (Batting), Umpire - RK Illingworth, Batsman - WER Somerville (Upheld)",New Zealand (Batting),WER Somerville,RK Illingworth,Upheld,False,4.0,False,sl-vs-nz-1st-test-new-zealand-tour-of-sri-lanka-2019,Batting,True,False,,
South Africa 1st innings,41.3,"Ashwin to George Linde, no run, George Linde went for the slog across the line and missed it. The ball hit him on the front pad and the impact was on leg-stick. There was no bat as HawkEye clarified but that was also going down leg. But was it a slider? Not sure",9,"Over 41.3: Review by India (Bowling), Umpire - NJ Llong, Batsman - GF Linde (Struck down)",India (Bowling),GF Linde,NJ Llong,Struck down,False,5.0,False,ind-vs-rsa-3rd-test-south-africa-tour-of-india-2019,Bowling,False,True,False,True
South Africa 1st innings,27.3,"Jadeja to Zubayr Hamza, no run, India review: This looks to be sliding down the leg side to the naked eye. India might lose their review. Yup, they have. Was a fullish delivery around middle and leg, Zubayr Hamza was trying to defend it, but the ball kept straight and struck him on the pads. Impact was on leg, but the angle was taking it down the leg side. Reviews left: South Africa - 2 | India - 1",4,"Over 27.3: Review by India (Bowling), Umpire - NJ Llong, Batsman - Zubayr Hamza (Struck down)",India (Bowling),Zubayr Hamza,NJ Llong,Struck down,False,1.0,False,ind-vs-rsa-3rd-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
India 1st innings,80.4,"D Piedt to Rohit, leg byes, 1 run, South Africa have a review: It's an ungainly slog sweep. Well, well, Sharma's clearly bored here with Piedt's negative lines from round the wicket into his pads. So he decides to have a slog-sweep, misses, but the balls pitching a cool few centimeters down leg",5,"Over 80.4: Review by South Africa (Bowling), Umpire - RK Illingworth, Batsman - RG Sharma (Struck down)",South Africa (Bowling),RG Sharma,RK Illingworth,Struck down,False,8.0,False,ind-vs-rsa-3rd-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
India 1st innings,10.2,"Rabada to Rohit, no run, no sooner had umpire Richard Illingworth given this out, Rohit signalled for DRS and technology saves him. Was the inswinger from Rabada and rapped the Indian opener on the front pad but there was an inside edge. He knew it and replays confirm the same. Having said that, Rabada continues to bowl in a fiery manner",3,"Over 10.2: Review by India (Batting), Umpire - RK Illingworth, Batsman - RG Sharma (Upheld)",India (Batting),RG Sharma,RK Illingworth,Upheld,False,4.0,False,ind-vs-rsa-3rd-test-south-africa-tour-of-india-2019,Batting,True,False,,
South Africa 2nd innings,43.1,"Jadeja to Bavuma, no run, loud shout for LBW and then RJ thinks there might be bat there, somehow convinces Kohli into a review. It's a fair delivery, don't think there's any bat and I reckon the ball is spinning away from the stumps. UltraEdge confirms no bat/glove. It's a terrible review, the impact is miles outside off and India lose a review. This was tossed up outside off and spun away, Bavuma got a big stride across as he looked to lap and missed",6,"Over 43.1: Review by India (Bowling), Umpire - CB Gaffaney, Batsman - T Bavuma (Struck down)",India (Bowling),T Bavuma,CB Gaffaney,Struck down,False,5.0,False,ind-vs-rsa-2nd-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
South Africa 1st innings,102.6,"Jadeja to Rabada, no run, in-turner, Rabada looks play against the break. The keeper takes it and there's an appeal for caught-behind. Not given and it's been challenged. Fair delivery. Spun a long way and it missed the inside edge by a long way. India have burnt a review here",10,"Over 102.6: Review by India (Bowling), Umpire - NJ Llong, Batsman - K Rabada (Struck down)",India (Bowling),K Rabada,NJ Llong,Struck down,False,8.0,False,ind-vs-rsa-2nd-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
South Africa 1st innings,9.5,"Shami to Anrich Nortje, no run, huge shout and up goes the finger. But Nortje instantly challenges the on-field call indicating that it's come off the forearm. Rapid heat from Shami, getting it to sprang up all of a sudden from the deck. Nortje is stunned by the extra bounce as he fails to counter it. UltraEdge is on and it comes to Nortje's rescue as it jars the forearm indeed. So, he survives. Good review from the batsman, he lives to fight another day",4,"Over 9.5: Review by South Africa (Batting), Umpire - CB Gaffaney, Batsman - A Nortje (Upheld)",South Africa (Batting),A Nortje,CB Gaffaney,Upheld,False,4.0,False,ind-vs-rsa-2nd-test-south-africa-tour-of-india-2019,Batting,True,False,,
India 1st innings,100.1,"Maharaj to Rahane, no run, Loud shout for LBW, Faf has a chat with his keeper and South Africa will review. It's a fair delivery, but did it pitch outside leg? No bat and UltraEdge confirms it. He's struck bang in front of middle, but the ball has pitched outside leg. South Africa will lose their first review. NOT OUT is the call. Lovely first delivery from Maharaj, tossed up from round the wicket, drifted in and then spun across the right-hander, opened up Rahane completely as he went back in defence",4,"Over 100.1: Review by South Africa (Bowling), Umpire - CB Gaffaney, Batsman - AM Rahane (Struck down)",South Africa (Bowling),AM Rahane,CB Gaffaney,Struck down,False,3.0,False,ind-vs-rsa-2nd-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
India 2nd innings,52.6,"Philander to Jadeja, no run, Review by SA for LBW! Skids through quickly from a good length spot, and has his bat and pad together in defence. There's a spike on UltraEdge when the ball passes the pad before getting to the bat. The third umpire is convinced it's pad first! Umpire's call on impact, wickets missing, and South Africa lose one review.",3,"Over 52.6: Review by South Africa (Bowling), Umpire - RK Illingworth, Batsman - RA Jadeja (Struck down)",South Africa (Bowling),RA Jadeja,RK Illingworth,Struck down,False,8.0,False,ind-vs-rsa-1st-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
South Africa 1st innings,108.5,"Shami to Senuran Muthusamy, no run, was always a risky review from India who were clearly getting frustrated with the Protea defiance today. This was the in-angler from a good length, rapping Muthusamy on the pad in front of leg stump. Looked to be going down leg in real time and HawkEye confirms the same. Review lost!",7,"Over 108.5: Review by India (Bowling), Umpire - CB Gaffaney, Batsman - S Muthusamy (Struck down)",India (Bowling),S Muthusamy,CB Gaffaney,Struck down,False,1.0,False,ind-vs-rsa-1st-test-south-africa-tour-of-india-2019,Bowling,False,True,True,False
Bangladesh 2nd innings,30.5,"Ashwin to Rahim, no run, given out LBW and Rahim reviews successfully again. He tried the sweep shot, gloved it, so immediately signalled for the review and pointed at the glove. Impact looked plumb, ump didn't spot the glove",7,"Over 30.5: Review by Bangladesh (Batting), Umpire - M Erasmus, Batsman - Mushfiqur Rahim (Upheld)",Bangladesh (Batting),Mushfiqur Rahim,M Erasmus,Upheld,False,11.0,False,ind-vs-ban-2nd-test-bangladesh-tour-of-india-2019,Batting,True,False,,
Bangladesh 2nd innings,16.3,"U Yadav to Rahim, no run, even Umesh might have known as he started to abort from the appeal but by then umpire Erasmus had already raised the finger. Full and curling in, Rahim falls over while playing the flick and if not for the inside edge, he was a dead duck. Nonetheless, he was quick to challenge the decision and get it reversed",6,"Over 16.3: Review by Bangladesh (Batting), Umpire - M Erasmus, Batsman - Mushfiqur Rahim (Upheld)",Bangladesh (Batting),Mushfiqur Rahim,M Erasmus,Upheld,False,10.0,False,ind-vs-ban-2nd-test-bangladesh-tour-of-india-2019,Batting,True,False,,
Bangladesh 2nd innings,8.3,"Ishant to Rahim, leg byes, 1 run, highly optimistic LBW appeal and review from Ishant. Too much movement, Saha should have said no for the DRS. They were hoping to get away with umpire's call but ball-tracker says missing leg stump. Rahim is beaten on the flick by this big inswinger, impact on middle and leg, Ishant was adamant about the review. Most bowlers are",6,"Over 8.3: Review by India (Bowling), Umpire - M Erasmus, Batsman - Mushfiqur Rahim (Struck down)",India (Bowling),Mushfiqur Rahim,M Erasmus,Struck down,False,8.0,False,ind-vs-ban-2nd-test-bangladesh-tour-of-india-2019,Bowling,False,True,True,False
Bangladesh 1st innings,7.2,"Shami to Shadman Islam, no run, this is a brilliant decision from umpire Marais Erasmus. Shami ran in to get this short of length delivery to cut back in, Islam was beaten on the defence, clear sound and big deviation as well, it looked like a definite edge but Marais was so calm and shook his head. India had a chat and then reviewed. On the first replay, it was evident the bat was a long way away and it just went off the thigh pad. Islam looking behind also confused many. That was a stunning right-handed diving grab by Saha though",2,"Over 7.2: Review by India (Bowling), Umpire - M Erasmus, Batsman - Shadman Islam (Struck down)",India (Bowling),Shadman Islam,M Erasmus,Struck down,False,6.0,False,ind-vs-ban-2nd-test-bangladesh-tour-of-india-2019,Bowling,False,True,True,False
Bangladesh 1st innings,6.1,"Ishant to Kayes, no run, there was a sound as the ball passed the bat, so umpire Joel Wilson raised the finger. But Kayes was spontaneous in his review. He knew he didn't hit this. This short of length delivery moves away late and beats Kayes on the defence, flicked the back thigh en route to Saha. Good use of the review from Kayes",1,"Over 6.1: Review by Bangladesh (Batting), Umpire - JS Wilson, Batsman - Imrul Kayes (Upheld)",Bangladesh (Batting),Imrul Kayes,JS Wilson,Upheld,False,0.0,False,ind-vs-ban-2nd-test-bangladesh-tour-of-india-2019,Batting,True,False,,
Bangladesh 2nd innings,13.4,"U Yadav to Mithun, no run, tailed in a long way and Mithun plays down the wrong line only to get rammed on the front pad. Umpire Marais Erasmus shook his head and in the end, he was proved right. The angle and excess movement took it down leg",4,"Over 13.4: Review by India (Bowling), Umpire - M Erasmus, Batsman - Mohammad Mithun (Struck down)",India (Bowling),Mohammad Mithun,M Erasmus,Struck down,False,5.0,False,ind-vs-ban-1st-test-bangladesh-tour-of-india-2019,Bowling,False,True,False,True
